sms_id,text,label
sms14536,I have no money 4 steve mate! !,ham
sms14537,IM LATE TELLMISS IM ON MY WAY,ham
sms14538,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,ham
sms14539,Normally i use to drink more water daily:),ham
sms14540,Dare i ask... Any luck with sorting out the car?,ham
sms14541,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",ham
sms14542,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",ham
sms14543,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,ham
sms14544,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,spam
sms14545,I've been trying to reach him without success,ham
sms14546,when you and derek done with class?,ham
sms14547,Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...,ham
sms14548,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,ham
sms14549,Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ,ham
sms14550,Hope you are having a good week. Just checking in,ham
sms14551,"Haha, my friend tyler literally just asked if you could get him a dubsack",ham
sms14552,Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x,ham
sms14553,Great. Have a safe trip. Dont panic surrender all.,ham
sms14554,"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your",ham
sms14555,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,ham
sms14556,Try to do something dear. You read something for exams,ham
sms14557,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",ham
sms14558,Gettin rdy to ship comp,ham
sms14559,I am in hospital da. . I will return home in evening,ham
sms14560,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),ham
sms14561,Think + da. You wil do.,ham
sms14562,I'm awake oh. What's up.,ham
sms14563,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,ham
sms14564,How much u trying to get?,ham
sms14565,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",ham
sms14566,Tell me again what your address is,ham
sms14567,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",ham
sms14568,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,ham
sms14569,But you were together so you should be thinkin about him,ham
sms14570,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,ham
sms14571,At WHAT TIME should i come tomorrow,ham
sms14572,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,spam
sms14573,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ",ham
sms14574,Omg how did u know what I ate?,ham
sms14575,URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50,spam
sms14576,:( but your not here....,ham
sms14577,Not directly behind... Abt 4 rows behind ü...,ham
sms14578,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,spam
sms14579,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",spam
sms14580,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",spam
sms14581,No plans yet. What are you doing ?,ham
sms14582,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,ham
sms14583,Not course. Only maths one day one chapter with in one month we can finish.,ham
sms14584,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),ham
sms14585,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",spam
sms14586,Noooooooo please. Last thing I need is stress. For once in your life be fair.,ham
sms14587,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,spam
sms14588,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876",spam
sms14589,"I'll see if I can swing by in a bit, got some things to take care of here firsg",ham
sms14590,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),ham
sms14591,Have you not finished work yet or something?,ham
sms14592,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,ham
sms14593,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,spam
sms14594,Right it wasnt you who phoned it was someone with a number like yours!,ham
sms14595,It's ok i wun b angry. Msg u aft i come home tonight.,ham
sms14596,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,ham
sms14597,Yo sorry was in the shower sup,ham
sms14598,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",ham
sms14599,Full heat pa:-) i have applyed oil pa.,ham
sms14600,I'm stuck in da middle of da row on da right hand side of da lt... ,ham
sms14601,Have you laid your airtel line to rest?,ham
sms14602,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,ham
sms14603,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,spam
sms14604,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx",ham
sms14605,And I don't plan on staying the night but I prolly won't be back til late,ham
sms14606,THANX 4 PUTTIN DA FONE DOWN ON ME!!,ham
sms14607,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",ham
sms14608,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",ham
sms14609,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,ham
sms14610,We live in the next  &lt;#&gt; mins,ham
sms14611,Y de asking like this.,ham
sms14612,Just glad to be talking to you.,ham
sms14613,Wat time ü finish?,ham
sms14614,Sorry da. I gone mad so many pending works what to do.,ham
sms14615,How much you got for cleaning,ham
sms14616,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,ham
sms14617,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,spam
sms14618,Ü called dad oredi...,ham
sms14619,Good. do you think you could send me some pix? I would love to see your top and bottom...,ham
sms14620,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,ham
sms14621,"Sorry, I'll call later In meeting.",ham
sms14622,THIS IS A LONG FUCKIN SHOWR,ham
sms14623,"Received, understood n acted upon!",ham
sms14624,They finally came to fix the ceiling.,ham
sms14625,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....",ham
sms14626,Jus finish blowing my hair. U finish dinner already?,ham
sms14627,I'm on the bus. Love you,ham
sms14628,Lol ... I knew that .... I saw him in the dollar store,ham
sms14629,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,spam
sms14630,Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,spam
sms14631,Only saturday and sunday holiday so its very difficult:),ham
sms14632,Everybody had fun this evening. Miss you.,ham
sms14633,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",ham
sms14634,"I'm in a meeting, call me later at",ham
sms14635,Oh wow thats gay. Will firmware update help,ham
sms14636,These won't do. Have to move on to morphine,ham
sms14637,How come i din c ü... Yup i cut my hair...,ham
sms14638,K k pa Had your lunch aha.,ham
sms14639,Oh ho. Is this the first time u use these type of words,ham
sms14640,Captain vijaykanth is doing comedy in captain tv..he is drunken :),ham
sms14641,Of course. I guess god's just got me on hold right now.,ham
sms14642,Do you hide anythiing or keeping distance from me,ham
sms14643,Havent.,ham
sms14644,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,spam
sms14645,Sorry i din lock my keypad.,ham
sms14646,Did u got that persons story,ham
sms14647,Are you planning to come chennai?,ham
sms14648,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,spam
sms14649,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,ham
sms14650,We are okay. Going to sleep now. Later,ham
sms14651,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",ham
sms14652,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """,ham
sms14653,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 ,spam
sms14654,Where r e meeting tmr?,ham
sms14655,Lol yes. But it will add some spice to your day.,ham
sms14656,Hope you are having a great day.,ham
sms14657,Our Prasanth ettans mother passed away last night. Just pray for her and family.,ham
sms14658,"K, I'll work something out",ham
sms14659,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,spam
sms14660,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,ham
sms14661,I cant pick the phone right now. Pls send a message,ham
sms14662,You call him and tell now infront of them. Call him now.,ham
sms14663,Ok no prob...,ham
sms14664,Ladies first and genus second k .,ham
sms14665,No. Yes please. Been swimming?,ham
sms14666,Mum not going robinson already.,ham
sms14667,Ok set let u noe e details later...,ham
sms14668,Not..tel software name..,ham
sms14669,I send the print  outs da.,ham
sms14670,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,ham
sms14671,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!",ham
sms14672,"I didnt get ur full msg..sometext is missing, send it again",ham
sms14673,"Probably not, I'm almost out of gas and I get some cash tomorrow",ham
sms14674,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",spam
sms14675,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?,ham
sms14676,I'm leaving my house now.,ham
sms14677,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",spam
sms14678,Ü ready then call me...,ham
sms14679,Wewa is 130. Iriver 255. All 128 mb.,ham
sms14680,It is a good thing I'm now getting the connection to bw,ham
sms14681,Sry da..jst nw only i came to home..,ham
sms14682,"That's cool he'll be here all night, lemme know when you're around",ham
sms14683,Are you staying in town ?,ham
sms14684,"Haha yeah, 2 oz is kind of a shitload",ham
sms14685,Ok u can take me shopping when u get paid =D,ham
sms14686,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",ham
sms14687,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",ham
sms14688,But pls dont play in others life.,ham
sms14689,Eatin my lunch...,ham
sms14690,Hmmm.but you should give it on one day..,ham
sms14691,"Didn't try, g and I decided not to head out",ham
sms14692,Ok no prob,ham
sms14693,Surly ill give it to you:-) while coming to review.,ham
sms14694,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",ham
sms14695,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,ham
sms14696,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,ham
sms14697,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",spam
sms14698,A guy who gets used but is too dumb to realize it.,ham
sms14699,"Okey dokey, i‘ll be over in a bit just sorting some stuff out.",ham
sms14700,Don no da:)whats you plan?,ham
sms14701,Yes fine ,ham
sms14702,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",spam
sms14703,I liked the new mobile,ham
sms14704,Anytime...,ham
sms14705,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,ham
sms14706,Yar but they say got some error.,ham
sms14707,Hey anyway i have to :-),ham
sms14708,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,ham
sms14709,Wif my family booking tour package.,ham
sms14710,"Did you say bold, then torch later. Or one torch and 2bold?",ham
sms14711,"Haha awesome, I might need to take you up on that, what you doin tonight?",ham
sms14712,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),ham
sms14713,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,ham
sms14714,Thats cool princess! I will cover your face in hot sticky cum :),ham
sms14715,Big brother‘s really scraped the barrel with this shower of social misfits,ham
sms14716,Oops i thk i dun haf enuff... I go check then tell ü..,ham
sms14717,S:)8 min to go for lunch:),ham
sms14718,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",ham
sms14719,"K will do, addie &amp; I are doing some art so I'll be here when you get home",ham
sms14720,My uncles in Atlanta. Wish you guys a great semester.,ham
sms14721,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",ham
sms14722,Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..,ham
sms14723,"Yup. Anything lor, if u dun wan it's ok...",ham
sms14724,"I'm home, my love ... If your still awake ... *loving kiss*",ham
sms14725,HELLO PEACH! MY CAKE TASTS LUSH!,ham
sms14726,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",spam
sms14727,"There'll be a minor shindig at my place later tonight, you interested?",ham
sms14728,Jason says it's cool if we pick some up from his place in like an hour,ham
sms14729,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",spam
sms14730,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,ham
sms14731,I've reached already.,ham
sms14732,I dont know ask to my brother. Nothing problem some thing that. Just i told .,ham
sms14733,K:)eng rocking in ashes:),ham
sms14734,Wat time r ü going to xin's hostel?,ham
sms14735,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,ham
sms14736,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,spam
sms14737,Oh k:)after that placement there ah?,ham
sms14738,"Not for possession, especially not first offense",ham
sms14739,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",ham
sms14740,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,ham
sms14741,We have pizza if u want,ham
sms14742,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",ham
sms14743,Many more happy returns of the day. I wish you happy birthday.,ham
sms14744,Ya very nice. . .be ready on thursday,ham
sms14745,I am in hospital da. . I will return home in evening,ham
sms14746,Thinking of u ;) x,ham
sms14747,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,spam
sms14748,Orh i tot u say she now still dun believe.,ham
sms14749,"When you just put in the + sign, choose my number and the pin will show. Right?",ham
sms14750,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,ham
sms14751,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,ham
sms14752,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",ham
sms14753,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,spam
sms14754,Well boy am I glad G wasted all night at applebees for nothing,ham
sms14755,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,spam
sms14756,Ok lor... Or u wan me go look 4 u?,ham
sms14757,U wan 2 haf lunch i'm in da canteen now.,ham
sms14758,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,ham
sms14759,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",ham
sms14760,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,spam
sms14761,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,spam
sms14762,I'm home. Doc gave me pain meds says everything is fine.,ham
sms14763,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),ham
sms14764,Me too! Have a lovely night xxx,ham
sms14765,Prepare to be pleasured :),ham
sms14766,Hi.:)technical support.providing assistance to us customer through call and email:),ham
sms14767,if you text on your way to cup stop that should work. And that should be BUS,ham
sms14768,Whens your radio show?,ham
sms14769,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,spam
sms14770,I'm not sure if its still available though,ham
sms14771,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,ham
sms14772,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,ham
sms14773,Hi..i got the money da:),ham
sms14774,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",ham
sms14775,Ok then u tell me wat time u coming later lor.,ham
sms14776,U repeat e instructions again. Wat's e road name of ur house?,ham
sms14777,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",ham
sms14778,Quite lor. But dun tell him wait he get complacent...,ham
sms14779,Sorry completely forgot * will pop em round this week if your still here?,ham
sms14780,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,ham
sms14781,O we cant see if we can join denis and mina? Or does denis want alone time,ham
sms14782,Sen told that he is going to join his uncle finance in cbe,ham
sms14783,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,ham
sms14784,"Call me, i am senthil from hsbc.",ham
sms14785,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",ham
sms14786,Indeed and by the way it was either or - not both !,ham
sms14787,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",spam
sms14788,Holy living christ what is taking you so long,ham
sms14789,Ü thk of wat to eat tonight.,ham
sms14790,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",ham
sms14791,We're on the opposite side from where we dropped you off,ham
sms14792,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,ham
sms14793,Send me your resume:-),ham
sms14794,Gd luck 4 ur exams :-),ham
sms14795,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,ham
sms14796,Sorry that was my uncle. I.ll keep in touch,ham
sms14797,Saw Guys and Dolls last night with Patrick Swayze it was great,ham
sms14798,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,spam
sms14799,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,spam
sms14800,Just come home. I don't want u to be miserable,ham
sms14801,I dont know why she.s not getting your messages,ham
sms14802,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",ham
sms14803,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",ham
sms14804,Reverse is cheating. That is not mathematics.,ham
sms14805,How do you plan to manage that,ham
sms14806,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off",ham
sms14807,Sorry for the delay. Yes masters,ham
sms14808,Call me when u finish then i come n pick u.,ham
sms14809,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,spam
sms14810,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,ham
sms14811,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",ham
sms14812,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",ham
sms14813,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,ham
sms14814,"fyi I'm at usf now, swing by the room whenever",ham
sms14815,i can call in  &lt;#&gt;  min if thats ok,ham
sms14816,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ham
sms14817,Ü no home work to do meh... ,ham
sms14818,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,ham
sms14819,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,ham
sms14820,How's ur paper?,ham
sms14821,Got smaller capacity one? Quite ex...,ham
sms14822,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,spam
sms14823,Im good! I have been thinking about you...,ham
sms14824,u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),spam
sms14825,:-) :-),ham
sms14826,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,ham
sms14827,I am going to sleep. I am tired of travel.,ham
sms14828,"Haha, just what I was thinkin",ham
sms14829,Yup but it's not giving me problems now so mayb i'll jus leave it...,ham
sms14830,Lol no. Just trying to make your day a little more interesting,ham
sms14831,"How long before you get reply, just defer admission til next semester",ham
sms14832,"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)",ham
sms14833,Po de :-):):-):-):-). No need job aha.,ham
sms14834,Rats. Hey did u ever vote for the next themes?,ham
sms14835,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",spam
sms14836,I hope your pee burns tonite.,ham
sms14837,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",ham
sms14838,Yay can't wait to party together!,ham
sms14839,....photoshop makes my computer shut down.,ham
sms14840,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,ham
sms14841,That's one of the issues but california is okay. No snow so its manageable,ham
sms14842,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,spam
sms14843,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",ham
sms14844,"Awesome, that gonna be soon or later tonight?",ham
sms14845,I need details about that online job.,ham
sms14846,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386 ,spam
sms14847,Missing you too.pray inshah allah,ham
sms14848,Pls help me tell Ashley that i cant find her number oh,ham
sms14849,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,ham
sms14850,S.this will increase the chance of winning.,ham
sms14851,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,ham
sms14852,Maybe you should find something else to do instead???,ham
sms14853,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,ham
sms14854,I liked your new house,ham
sms14855,I'm fine. Hope you are also,ham
sms14856,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",ham
sms14857,Same to u...,ham
sms14858,yes baby! I need to stretch open your pussy!,ham
sms14859,Thanks  and ! Or bomb and date as my phone wanted to say! ,ham
sms14860,Ok...,ham
sms14861,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",ham
sms14862,"Response is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care",ham
sms14863,Nokia phone is lovly..,ham
sms14864,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,spam
sms14865,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,spam
sms14866,Sorry da..today i wont come to play..i have driving clas..,ham
sms14867,I'm really sorry I lit your hair on fire,ham
sms14868,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?",ham
sms14869,Okey dokey swashbuckling stuff what oh.,ham
sms14870,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",ham
sms14871,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,ham
sms14872,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,ham
sms14873,Well. You know what i mean. Texting,ham
sms14874,Hi dis is yijue i would be happy to work wif ü all for gek1510...,ham
sms14875,Lol! Oops sorry! Have fun. ,ham
sms14876,Wat happened to the cruise thing,ham
sms14877,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",ham
